"Symbol","Name","Sector","Industry","Summary Quote"
"ISTR","Investar Holding Corporation","Finance","Major Banks","http://www.nasdaq.com/symbol/istr"
"ISBC","Investors Bancorp, Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/isbc"
"ITIC","Investors Title Company","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/itic"
"NVIV","InVivo Therapeutics Holdings Corp.","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nviv"
"IVTY","Invuity, Inc.","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ivty"
"IONS","Ionis Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ions"
"IOVA","Iovance Biotherapeutics, Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/iova"
"IPAS","iPass Inc.","Technology","EDP Services","http://www.nasdaq.com/symbol/ipas"
"DTYS","iPath US Treasury 10-year Bear ETN","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtys"
"DTYL","iPath US Treasury 10-year Bull ETN","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtyl"
"DTUS","iPath US Treasury 2-year Bear ETN","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtus"
"DTUL","iPath US Treasury 2-year Bull ETN","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtul"
"DFVS","iPath US Treasury 5-year Bear ETN","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvs"
"DFVL","iPath US Treasury 5-year Bull ETN","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvl"
"FLAT","iPath US Treasury Flattener ETN","Finance","Commercial Banks","http://www.nasdaq.com/symbol/flat"
"DLBS","iPath US Treasury Long Bond Bear ETN","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbs"
"DLBL","iPath US Treasury Long Bond Bull ETN","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbl"
"STPP","iPath US Treasury Steepener ETN","Finance","Commercial Banks","http://www.nasdaq.com/symbol/stpp"
"IPGP","IPG Photonics Corporation","Technology","Semiconductors","http://www.nasdaq.com/symbol/ipgp"
"CSML","IQ Chaikin U.S. Small Cap ETF","n/a","n/a","http://www.nasdaq.com/symbol/csml"
"IRMD","iRadimed Corporation","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/irmd"
"IRTC","iRhythm Technologies, Inc.","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/irtc"
"IRIX","IRIDEX Corporation","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/irix"
"IRDM","Iridium Communications Inc","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdm"
"IRDMB","Iridium Communications Inc","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdmb"
"IRBT","iRobot Corporation","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/irbt"
"IRWD","Ironwood Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/irwd"
"IRCP","IRSA Propiedades Comerciales S.A.","Consumer Services","Building operators","http://www.nasdaq.com/symbol/ircp"
"PMPT","iSectors Post-MPT Growth ETF","n/a","n/a","http://www.nasdaq.com/symbol/pmpt"
"SLQD","iShares 0-5 Year Investment Grade Corporate Bond ETF","n/a","n/a","http://www.nasdaq.com/symbol/slqd"
"TLT","iShares 20+ Year Treasury Bond ETF","n/a","n/a","http://www.nasdaq.com/symbol/tlt"
"AIA","iShares Asia 50 ETF","n/a","n/a","http://www.nasdaq.com/symbol/aia"
"COMT","iShares Commodities Select Strategy ETF","n/a","n/a","http://www.nasdaq.com/symbol/comt"
"IXUS","iShares Core MSCI Total International Stock ETF","n/a","n/a","http://www.nasdaq.com/symbol/ixus"
"SUSB","iShares ESG 1-5 Year USD Corporate Bond ETF","n/a","n/a","http://www.nasdaq.com/symbol/susb"
"SUSC","iShares ESG USD Corporate Bond ETF","n/a","n/a","http://www.nasdaq.com/symbol/susc"
"FALN","iShares Fallen Angels USD Bond ETF","n/a","n/a","http://www.nasdaq.com/symbol/faln"
"IFEU","iShares FTSE EPRA/NAREIT Europe Index Fund","n/a","n/a","http://www.nasdaq.com/symbol/ifeu"
"IFGL","iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund","n/a","n/a","http://www.nasdaq.com/symbol/ifgl"
"IGF","iShares Global Infrastructure ETF","n/a","n/a","http://www.nasdaq.com/symbol/igf"
"GNMA","iShares GNMA Bond ETF","n/a","n/a","http://www.nasdaq.com/symbol/gnma"
"HYXE","iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF","n/a","n/a","http://www.nasdaq.com/symbol/hyxe"
"JKI","iShares Morningstar Mid-Cap ETF","n/a","n/a","http://www.nasdaq.com/symbol/jki"
"ACWX","iShares MSCI ACWI ex US Index Fund","n/a","n/a","http://www.nasdaq.com/symbol/acwx"
"ACWI","iShares MSCI ACWI Index Fund","n/a","n/a","http://www.nasdaq.com/symbol/acwi"
"AAXJ","iShares MSCI All Country Asia ex Japan Index Fund","n/a","n/a","http://www.nasdaq.com/symbol/aaxj"
"EWZS","iShares MSCI Brazil Small-Cap ETF","n/a","n/a","http://www.nasdaq.com/symbol/ewzs"
"MCHI","iShares MSCI China ETF","n/a","n/a","http://www.nasdaq.com/symbol/mchi"
"ESGD","iShares MSCI EAFE ESG Optimized ETF","n/a","n/a","http://www.nasdaq.com/symbol/esgd"
"SCZ","iShares MSCI EAFE Small-Cap ETF","n/a","n/a","http://www.nasdaq.com/symbol/scz"
"ESGE","iShares MSCI EM ESG Optimized ETF","n/a","n/a","http://www.nasdaq.com/symbol/esge"
"EEMA","iShares MSCI Emerging Markets Asia Index Fund","n/a","n/a","http://www.nasdaq.com/symbol/eema"
"EMXC","iShares MSCI Emerging Markets ex China ETF","n/a","n/a","http://www.nasdaq.com/symbol/emxc"
"EUFN","iShares MSCI Europe Financials Sector Index Fund","n/a","n/a","http://www.nasdaq.com/symbol/eufn"
"IEUS","iShares MSCI Europe Small-Cap ETF","n/a","n/a","http://www.nasdaq.com/symbol/ieus"
"MPCT","iShares MSCI Global Impact ETF","n/a","n/a","http://www.nasdaq.com/symbol/mpct"
"ENZL","iShares MSCI New Zealand Capped ETF","n/a","n/a","http://www.nasdaq.com/symbol/enzl"
"QAT","iShares MSCI Qatar Capped ETF","n/a","n/a","http://www.nasdaq.com/symbol/qat"
"UAE","iShares MSCI UAE Capped ETF","n/a","n/a","http://www.nasdaq.com/symbol/uae"
"ESGU","iShares MSCI USA ESG Optimized ETF","n/a","n/a","http://www.nasdaq.com/symbol/esgu"
"IBB","iShares Nasdaq Biotechnology Index Fund","n/a","n/a","http://www.nasdaq.com/symbol/ibb"
"SOXX","iShares PHLX SOX Semiconductor Sector Index Fund","n/a","n/a","http://www.nasdaq.com/symbol/soxx"
"EMIF","iShares S&P Emerging Markets Infrastructure Index Fund","n/a","n/a","http://www.nasdaq.com/symbol/emif"
"ICLN","iShares S&P Global Clean Energy Index Fund","n/a","n/a","http://www.nasdaq.com/symbol/icln"
"WOOD","iShares S&P Global Timber & Forestry Index Fund","n/a","n/a","http://www.nasdaq.com/symbol/wood"
"INDY","iShares S&P India Nifty 50 Index Fund","n/a","n/a","http://www.nasdaq.com/symbol/indy"
"ISHG","iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun","n/a","n/a","http://www.nasdaq.com/symbol/ishg"
"IGOV","iShares S&P/Citigroup International Treasury Bond Fund","n/a","n/a","http://www.nasdaq.com/symbol/igov"
"ISRL","Isramco, Inc.","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/isrl"
"ITI","Iteris, Inc.","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/iti"
"ITRI","Itron, Inc.","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/itri"
"ITRN","Ituran Location and Control Ltd.","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/itrn"
"ITUS","ITUS Corporation","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/itus"
"IVENC","Ivy NextShares","n/a","n/a","http://www.nasdaq.com/symbol/ivenc"
"IVFGC","Ivy NextShares","n/a","n/a","http://www.nasdaq.com/symbol/ivfgc"
"IVFVC","Ivy NextShares","n/a","n/a","http://www.nasdaq.com/symbol/ivfvc"
"IXYS","IXYS Corporation","Technology","Semiconductors","http://www.nasdaq.com/symbol/ixys"
"IZEA","IZEA Inc.","Consumer Services","Advertising","http://www.nasdaq.com/symbol/izea"
"JJSF","J & J Snack Foods Corp.","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/jjsf"
"MAYS","J. W. Mays, Inc.","Consumer Services","Building operators","http://www.nasdaq.com/symbol/mays"
"JBHT","J.B. Hunt Transport Services, Inc.","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/jbht"
"JCOM","j2 Global, Inc.","Technology","Telecommunications Equipment","http://www.nasdaq.com/symbol/jcom"
"JASO","JA Solar Holdings, Co., Ltd.","Technology","Semiconductors","http://www.nasdaq.com/symbol/jaso"
"JKHY","Jack Henry & Associates, Inc.","Technology","EDP Services","http://www.nasdaq.com/symbol/jkhy"
"JACK","Jack In The Box Inc.","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jack"
"JXSB","Jacksonville Bancorp Inc.","Finance","Savings Institutions","http://www.nasdaq.com/symbol/jxsb"
"JAGX","Jaguar Animal Health, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jagx"
"JAKK","JAKKS Pacific, Inc.","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/jakk"
"JMBA","Jamba, Inc.","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jmba"
"JRVR","James River Group Holdings, Ltd.","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/jrvr"
"SGQI","Janus Henderson SG Global Quality Income ETF","n/a","n/a","http://www.nasdaq.com/symbol/sgqi"
"JSML","Janus Henderson Small Cap Growth Alpha ETF","n/a","n/a","http://www.nasdaq.com/symbol/jsml"
"JSMD","Janus Henderson Small/Mid Cap Growth Alpha ETF","n/a","n/a","http://www.nasdaq.com/symbol/jsmd"
"JASN","Jason Industries, Inc.","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/jasn"
"JASNW","Jason Industries, Inc.","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/jasnw"
"JAZZ","Jazz Pharmaceuticals plc","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jazz"
"JD","JD.com, Inc.","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/jd"
"JSYN","Jensyn Acquistion Corp.","Finance","Business Services","http://www.nasdaq.com/symbol/jsyn"
"JSYNR","Jensyn Acquistion Corp.","Finance","Business Services","http://www.nasdaq.com/symbol/jsynr"
"JSYNU","Jensyn Acquistion Corp.","Finance","Business Services","http://www.nasdaq.com/symbol/jsynu"
"JSYNW","Jensyn Acquistion Corp.","Finance","Business Services","http://www.nasdaq.com/symbol/jsynw"
"JBLU","JetBlue Airways Corporation","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/jblu"
"JTPY","JetPay Corporation","Finance","Business Services","http://www.nasdaq.com/symbol/jtpy"
"JCTCF","Jewett-Cameron Trading Company","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/jctcf"
"WYIG","JM Global Holding Company","Finance","Business Services","http://www.nasdaq.com/symbol/wyig"
"WYIGU","JM Global Holding Company","Finance","Business Services","http://www.nasdaq.com/symbol/wyigu"
"WYIGW","JM Global Holding Company","Finance","Business Services","http://www.nasdaq.com/symbol/wyigw"
"JMU","JMU Limited","Technology","EDP Services","http://www.nasdaq.com/symbol/jmu"
"JBSS","John B. Sanfilippo & Son, Inc.","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/jbss"
"JOUT","Johnson Outdoors Inc.","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/jout"
"JNCE","Jounce Therapeutics, Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/jnce"
"JNP","Juniper Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jnp"
"JUNO","Juno Therapeutics, Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/juno"
"KTWO","K2M Group Holdings, Inc.","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ktwo"
"KALU","Kaiser Aluminum Corporation","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/kalu"
"KALA","Kala Pharmaceuticals, Inc.","n/a","n/a","http://www.nasdaq.com/symbol/kala"
"KALV","KalVista Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kalv"
"KMDA","Kamada Ltd.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kmda"
"KNDI","Kandi Technologies Group, Inc.","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/kndi"
"KPTI","Karyopharm Therapeutics Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kpti"
"KAAC","Kayne Anderson Acquisition Corp.","Finance","Business Services","http://www.nasdaq.com/symbol/kaac"
"KAACU","Kayne Anderson Acquisition Corp.","Finance","Business Services","http://www.nasdaq.com/symbol/kaacu"
"KAACW","Kayne Anderson Acquisition Corp.","Finance","Business Services","http://www.nasdaq.com/symbol/kaacw"
"KBLM","KBL Merger Corp. IV","Finance","Business Services","http://www.nasdaq.com/symbol/kblm"
"KBLMR","KBL Merger Corp. IV","Finance","Business Services","http://www.nasdaq.com/symbol/kblmr"
"KBLMU","KBL Merger Corp. IV","Finance","Business Services","http://www.nasdaq.com/symbol/kblmu"
"KBLMW","KBL Merger Corp. IV","Finance","Business Services","http://www.nasdaq.com/symbol/kblmw"
"KBSF","KBS Fashion Group Limited","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kbsf"
"KCAP","KCAP Financial, Inc.","n/a","n/a","http://www.nasdaq.com/symbol/kcap"
"KRNY","Kearny Financial","Finance","Savings Institutions","http://www.nasdaq.com/symbol/krny"
"KELYA","Kelly Services, Inc.","Technology","Professional Services","http://www.nasdaq.com/symbol/kelya"
"KELYB","Kelly Services, Inc.","Technology","Professional Services","http://www.nasdaq.com/symbol/kelyb"
"KMPH","KemPharm, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kmph"
"KFFB","Kentucky First Federal Bancorp","Finance","Savings Institutions","http://www.nasdaq.com/symbol/kffb"
"KERX","Keryx Biopharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kerx"
"KEQU","Kewaunee Scientific Corporation","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/kequ"
"KTEC","Key Technology, Inc.","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ktec"
"KTCC","Key Tronic Corporation","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ktcc"
"KFRC","Kforce, Inc.","Technology","Professional Services","http://www.nasdaq.com/symbol/kfrc"
"KE","Kimball Electronics, Inc.","Technology","Electrical Products","http://www.nasdaq.com/symbol/ke"
"KBAL","Kimball International, Inc.","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/kbal"
"KIN","Kindred Biosciences, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kin"
"KGJI","Kingold Jewelry Inc.","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/kgji"
"KINS","Kingstone Companies, Inc","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kins"
"KONE","Kingtone Wirelessinfo Solution Holding Ltd","Technology","EDP Services","http://www.nasdaq.com/symbol/kone"
"KNSL","Kinsale Capital Group, Inc.","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/knsl"
"KIRK","Kirkland&#39","","",""
"KITE","Kite Pharma, Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/kite"
"KTOV","Kitov Pharmaceuticals Holdings Ltd.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ktov"
"KTOVW","Kitov Pharmaceuticals Holdings Ltd.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ktovw"
"KLAC","KLA-Tencor Corporation","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/klac"
"KLXI","KLX Inc.","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/klxi"
"KONA","Kona Grill, Inc.","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/kona"
"KOPN","Kopin Corporation","Technology","Semiconductors","http://www.nasdaq.com/symbol/kopn"
"KRNT","Kornit Digital Ltd.","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/krnt"
"KOSS","Koss Corporation","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/koss"
"KWEB","KraneShares CSI China Internet ETF","n/a","n/a","http://www.nasdaq.com/symbol/kweb"
"KTOS","Kratos Defense & Security Solutions, Inc.","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/ktos"
"KLIC","Kulicke and Soffa Industries, Inc.","Technology","Semiconductors","http://www.nasdaq.com/symbol/klic"
"KURA","Kura Oncology, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kura"
"KVHI","KVH Industries, Inc.","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/kvhi"
"FSTR","L.B. Foster Company","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/fstr"
"LJPC","La Jolla Pharmaceutical Company","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/ljpc"
"LSBK","Lake Shore Bancorp, Inc.","Finance","Savings Institutions","http://www.nasdaq.com/symbol/lsbk"
"LBAI","Lakeland Bancorp, Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/lbai"
"LKFN","Lakeland Financial Corporation","Finance","Major Banks","http://www.nasdaq.com/symbol/lkfn"
"LAKE","Lakeland Industries, Inc.","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/lake"
"LRCX","Lam Research Corporation","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lrcx"
"LAMR","Lamar Advertising Company","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lamr"
"LANC","Lancaster Colony Corporation","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lanc"
"LCA","Landcadia Holdings, Inc.","Finance","Business Services","http://www.nasdaq.com/symbol/lca"
"LCAHU","Landcadia Holdings, Inc.","Finance","Business Services","http://www.nasdaq.com/symbol/lcahu"
"LCAHW","Landcadia Holdings, Inc.","Finance","Business Services","http://www.nasdaq.com/symbol/lcahw"
"LNDC","Landec Corporation","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lndc"
"LARK","Landmark Bancorp Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/lark"
"LMRK","Landmark Infrastructure Partners LP","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/lmrk"
"LMRKO","Landmark Infrastructure Partners LP","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/lmrko"
"LMRKP","Landmark Infrastructure Partners LP","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/lmrkp"
"LE","Lands&#39","","",""
"LSTR","Landstar System, Inc.","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/lstr"
"LNTH","Lantheus Holdings, Inc.","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/lnth"
"LTRX","Lantronix, Inc.","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ltrx"
"LSCC","Lattice Semiconductor Corporation","Technology","Semiconductors","http://www.nasdaq.com/symbol/lscc"
"LAUR","Laureate Education, Inc.","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/laur"
"LAWS","Lawson Products, Inc.","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/laws"
"LAYN","Layne Christensen Company","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/layn"
"LCNB","LCNB Corporation","Finance","Major Banks","http://www.nasdaq.com/symbol/lcnb"
"LBIX","Leading Brands Inc","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/lbix"
"LPTX","LEAP THERAPEUTICS, INC.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/lptx"
"LGCY","Legacy Reserves LP","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lgcy"
"LGCYO","Legacy Reserves LP","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lgcyo"
"LGCYP","Legacy Reserves LP","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lgcyp"
"LTXB","LegacyTexas Financial Group, Inc.","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ltxb"
"DDBI","Legg Mason Developed EX-US Diversified Core ETF","n/a","n/a","http://www.nasdaq.com/symbol/ddbi"
"EDBI","Legg Mason Emerging Markets Diversified Core ETF","n/a","n/a","http://www.nasdaq.com/symbol/edbi"
"INFR","Legg Mason Global Infrastructure ETF","n/a","n/a","http://www.nasdaq.com/symbol/infr"
"LVHD","Legg Mason Low Volatility High Dividend ETF","n/a","n/a","http://www.nasdaq.com/symbol/lvhd"
"SQLV","Legg Mason Small-Cap Quality Value ETF","n/a","n/a","http://www.nasdaq.com/symbol/sqlv"
"UDBI","Legg Mason US Diversified Core ETF","n/a","n/a","http://www.nasdaq.com/symbol/udbi"
"LMAT","LeMaitre Vascular, Inc.","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/lmat"
"TREE","LendingTree, Inc.","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/tree"
"LXRX","Lexicon Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lxrx"
"LGIH","LGI Homes, Inc.","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/lgih"
"LHCG","LHC Group","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/lhcg"
"LLIT","Lianluo Smart Limited","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/llit"
"LBRDA","Liberty Broadband Corporation","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbrda"
"LBRDK","Liberty Broadband Corporation","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbrdk"
"LEXEA","Liberty Expedia Holdings, Inc.","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/lexea"
"LEXEB","Liberty Expedia Holdings, Inc.","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/lexeb"
"LBTYA","Liberty Global plc","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtya"
"LBTYB","Liberty Global plc","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtyb"
"LBTYK","Liberty Global plc","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtyk"
"LILA","Liberty Global plc","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lila"
"LILAK","Liberty Global plc","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lilak"
"LVNTA","Liberty Interactive Corporation","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/lvnta"
"LVNTB","Liberty Interactive Corporation","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/lvntb"
"QVCA","Liberty Interactive Corporation","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/qvca"
"QVCB","Liberty Interactive Corporation","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/qvcb"
"BATRA","Liberty Media Corporation","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/batra"
"BATRK","Liberty Media Corporation","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/batrk"
"FWONA","Liberty Media Corporation","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/fwona"
"FWONK","Liberty Media Corporation","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/fwonk"
"LSXMA","Liberty Media Corporation","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lsxma"
"LSXMB","Liberty Media Corporation","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lsxmb"
"LSXMK","Liberty Media Corporation","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lsxmk"
"TAX","Liberty Tax, Inc.","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/tax"
"LTRPA","Liberty TripAdvisor Holdings, Inc.","Technology","EDP Services","http://www.nasdaq.com/symbol/ltrpa"
"LTRPB","Liberty TripAdvisor Holdings, Inc.","Technology","EDP Services","http://www.nasdaq.com/symbol/ltrpb"
"LPNT","LifePoint Health, Inc.","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/lpnt"
"LCUT","Lifetime Brands, Inc.","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lcut"
"LFVN","Lifevantage Corporation","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lfvn"
"LWAY","Lifeway Foods, Inc.","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lway"
"LGND","Ligand Pharmaceuticals Incorporated","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lgnd"
"LTBR","Lightbridge Corporation","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/ltbr"
"LPTH","LightPath Technologies, Inc.","Technology","Semiconductors","http://www.nasdaq.com/symbol/lpth"
"LLEX","Lilis Energy, Inc.","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/llex"
"LMB","Limbach Holdings, Inc.","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/lmb"
"LLNW","Limelight Networks, Inc.","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/llnw"
"LMNR","Limoneira Co","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/lmnr"
"LINC","Lincoln Educational Services Corporation","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/linc"
"LECO","Lincoln Electric Holdings, Inc.","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/leco"
"LIND","Lindblad Expeditions Holdings Inc. ","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/lind"
"LINDW","Lindblad Expeditions Holdings Inc. ","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/lindw"
"LINU","LiNiu Technology Group","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/linu"
"LPCN","Lipocine Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lpcn"
"LQDT","Liquidity Services, Inc.","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lqdt"
"LFUS","Littelfuse, Inc.","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/lfus"
"LIVN","LivaNova PLC","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/livn"
"LOB","Live Oak Bancshares, Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/lob"
"LIVE","Live Ventures Incorporated","Technology","EDP Services","http://www.nasdaq.com/symbol/live"
"LPSN","LivePerson, Inc.","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/lpsn"
